title,style,score,profiles,actors,down_url,year,country,cover,director
2018年黄渤舒淇王宝强喜剧《一出好戏》BD国语中字,剧情/喜剧,"7.3/10 from 275,024 users",[''],"['\u3000黄渤 Bo Huang ', '舒淇 Qi Shu', '王宝强 Baoqiang Wang', '张艺兴 Yixing Zhang', '于和伟 Hewei Yu', '王迅 Xun Wang', '李勤勤 Qinqin Li', '李又麟 You-Lin Lee', '宁浩 Hao Ning', '管虎 Hu Guan', '梁静 Jing Liang', '徐峥 Zheng Xu', '陈德森 Teddy Chan', '张磊 Lei Zhang']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8302/阳光电影www.ygdy8.com.一出好戏.BD.720p.国语中字.mkv'],2018,中国,https://extraimage.net/images/2018/09/22/437a0f0b4e3b9e8fc2712402bf46f15a.jpg,黄渤 Bo Huang
2018年高分剧情音乐《一个明星的诞生》BD韩版中英双字幕,剧情 / 爱情 / 音乐,7.3/10 from 8957 users,[''],"['\u3000Lady Gaga ', '布莱德利·库珀 Bradley Cooper', '山姆·艾里奥特 Sam Elliott', '安德鲁·戴斯·克雷 Andrew Dice Clay', '拉菲·格拉沃恩 Rafi Gavron', '安东尼·拉莫斯 Anthony Ramos', '大卫·查普尔 Dave Chappelle', '亚历克·鲍德温 Alec Baldwin', '布兰迪·卡莉 Brandi Carlile', '朗·瑞弗金 Ron Rifkin', '巴里·沙巴卡·亨利 Barry Shabaka Henley', '迈克尔·D·罗伯茨 Michael D. Roberts', '迈克尔·哈尔尼 Michael Harney', '威廉·贝利 Willam Belli', '格雷戈·格伦伯格 Greg Grunberg', '德瑞娜·德尼罗 Drena De Niro', '艾迪·格里芬 Eddie Griffin', '哈尔希 Halsey', '马修·利巴提克 Matthew Libatique', '路奈尔·坎贝尔 Luenell Campell', '唐·罗伊·金 Don Roy King', '马克·查普曼 Mark G. Chapman', 'Steven Ciceron', '阿曼达·菲尔茨 Amanda Fields', '阿尔弗雷德·加比杜林 Alfred Gabidullin', '弗雷德里克·基夫 Frederick Keeve']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4102/阳光电影www.ygdy8.com.一个明星的诞生.HD.720p.韩版中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/24/c5c9f46f1bea00c30dd49749c25e6882.jpg,布莱德利·库珀 Bradley Cooper
2018年姜文彭于晏动作《邪不压正》HD国语中字,剧情/喜剧/动作,7.2/10 from 244586 users,[''],"['\u3000彭于晏 Eddie Peng ', '廖凡 Fan Liao', '姜文 Wen Jiang', '周韵 Yun Zhou', '许晴 Qing Xu', '泽田谦也 Kenya Sawada', '安地 Andy Friend', '史航 Hang Shi', '李梦 Meng Li', '丁嘉丽 Jiali Ding', '陈曦']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3154/阳光电影www.ygdy8.com.邪不压正.HD.1080p.国语中字.mp4'],2018,中国,https://extraimage.net/images/2018/11/23/2cb27ff4bde914968c55ad80035ba760.jpg,姜文 Wen Jiang
2018年惊悚动作《薄荷杀手》BD中英双字幕,剧情/动作/惊悚,6.2/10 from 192 users,[''],"['\u3000詹妮弗·加纳 Jennifer Garner ', '小约翰·加拉赫 John Gallagher Jr.', '约翰·奥提兹 John Ortiz', '胡安·巴勃罗·拉瓦 Juan Pablo Raba', '安妮·伊隆泽 Annie Ilonzeh', '杰夫·赫普内尔 Jeff Hephner', '凯莱·弗莱明 Cailey Fleming', '埃迪·辛 Eddie Shin', '马索·曼恩 Method Man', '泰森·里特 Tyson Ritter', '伊恩·卡塞尔伯里 Ian Casselberry', '理查德·卡夫拉尔 Richard Cabral', '约翰尼·奥蒂斯 Johnny Ortiz']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8421/阳光电影www.ygdy8.com.薄荷杀手.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/20/eccfb0f5a34ce8ea0d7024af8d979afc.jpg,皮埃尔·莫瑞尔 Pierre Morel
2018年动作《反贪风暴3》BD国粤双语中字,剧情/动作/犯罪,5.8/10 from 22378 users,[''],"['\u3000古天乐 Louis Koo ', '张智霖 Julian Cheung', '郑嘉颖 Kevin Cheng', '邓丽欣 Stephy Tang', '栢天男 Adam Pak', '谢天华 Michael Tse', '张继聪 Louis Cheung', '夏嫣 Anika', '蔡瀚亿 Babyjohn Choi', '廖启智 Kai Chi Liu', '谭耀文 Patrick Tam', '卢海鹏 Hoi-Pang Lo', '罗兰 Lan Law', '麦长青 Cheung-Ching Mak', '张松枝 Deno Cheung', '陈庭欣 Toby Chan', '丁海峰 Haifeng Ding', '冯雷 Lei Feng', '李昕岳 Xinyue Li']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8358/阳光电影www.ygdy8.com.反贪风暴3.BD.720p.国粤双语中字.mkv'],2018,中国香港,https://extraimage.net/images/2018/10/26/a56f982b41186687fdc2e6eff6ebcc01.jpg,林德禄 David Lam
2018年获奖动画《幸福路上》BD国语中字,动画,7.6/10 from 1687 users,[''],"['\u3000桂纶镁 Lunmei Gwei ', '魏德圣 Te-Sheng Wei', '陈博正 Bor Jing Chan', '廖慧珍 Hui-Jen Liao']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7358/阳光电影www.ygdy8.com.幸福路上.BD.720p.国语中字.mkv'],2017,中国台湾,https://extraimage.net/images/2018/11/22/70f962d3d62cb8ca4f5d0c0724058778.jpg,宋欣颖 Hsin-yin Sung
2018年西部片《巴斯特·斯克鲁格斯的歌谣》BD中英双字幕,西部/剧情,8.0/10 from 99 users,[''],"['\u3000蒂姆·布雷克·尼尔森 Tim Blake Nelson ', '詹姆斯·弗兰科 James Franco', '佐伊·卡赞 Zoe Kazan', '泰恩·黛莉 Tyne Daly', '拉尔夫·尹爱森 Ralph Ineson', '斯蒂芬·鲁特 Stephen Root', '连姆·尼森 Liam Neeson', '汤姆·威兹 Tom Waits', '布莱丹·格里森 Brendan Gleeson']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8420/阳光电影www.ygdy8.com.巴斯特·斯克鲁格斯的歌谣.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/16/4b3b9a3ddd2120d995f35cda93be0395.jpg,伊桑·科恩 Ethan Coen
2018年动作喜剧《我的间谍前男友》BD国英双语双字,喜剧/动作,"6.9/10 from 2,553 users",[''],"['\u3000米拉·库尼斯 Mila Kunis ', '凯特·麦克金农 Kate McKinnon', '贾斯汀·塞洛克斯 Justin Theroux', '萨姆·修汉 Sam Heughan', '薇尔玛·斯泽克斯 Vilma Szécsi', '哈桑·明哈杰 Hasan Minhaj', '凯文·亚当斯 Kev Adams', '吉莲·安德森 Gillian Anderson', '伊万娜·萨赫诺 Ivanna Sakhno', '简·库丁 Jane Curtin', '保罗·雷瑟 Paul Reiser', '弗雷德·迈拉麦德 Fred Melamed', '詹姆斯·弗雷特 James Fleet', '卡罗琳·皮克尔斯 Carolyn Pickles', '贾斯婷·瓦希伯格 Justine Wachsberger', '汤姆·斯托顿 Tom Stourton', '罗德里克·希尔 Roderick Hill']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8355/阳光电影www.ygdy8.com.我的间谍前男友.BD.720p.国英双语双字.mkv'],2018,美国,https://extraimage.net/images/2018/10/18/efa6d139e28098fe4d4057813276f690.jpg,苏珊娜·福格尔 Susanna Fogel
2018年科幻剧情《乔纳森》BD中英双字幕,剧情/科幻,,[''],"['\u3000安塞尔·艾尔高特 Ansel Elgort ', '派翠西娅·克拉克森 Patricia Clarkson', '苏琪·沃特豪斯 Suki Waterhouse', '马特·波莫 Matt Bomer', '道格拉斯·霍奇斯 Douglas Hodges', '乔·埃根德尔 Joe Egender', '泰欧·拉普-奥尔森 Teo Rapp-Olsson', '苏利芒·西尔·萨瓦内 Souleymane Sy Savane', 'Jeff Kim', 'Alaska L. McFadden', 'Julie Mickelson', 'Shunori Ramanathan', 'Ian Unterman']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8419/阳光电影www.ygdy8.com.乔纳森.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/16/69f9cac878db5704d3efc2586bce2326.jpg,Bill Oliver
2018年纪录片《张艺谋和他的“影”》HD国语中字,纪录片,7.1/10 from 1255 users,[''],"['\u3000张艺谋 Yimou Zhang ', '赵小丁 Xiaoding Zhao', '陈敏正 Minzheng Chen', '马光荣 Horace Ma', '谷轩昭 Huan-Chiu Ku', '白晓妍 Xiaoyan Bai', '王星会 Xinghui Wang', '黄海 Hai Huang', '捞仔 Lao Zai', '张涛 Tao Zhang', '封柏 Bai Feng', '贾文瑞', '任茂成', '邓超 Chao Deng', '孙俪 Li Sun', '郑恺 Kai Zheng', '王千源 Qianyuan Wang', '胡军 Jun Hu', '关晓彤 Xiaotong Guan', '吴磊 Lei Wu', '王景春 Jingchun Wang']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4101/阳光电影www.ygdy8.com.张艺谋和他的影.HD.1080p.国语中字.mp4'],2018,中国,https://extraimage.net/images/2018/11/16/a7bc3f14d02309915af170d002e17c4d.jpg,汪鹏 Peng Wang
2018年冒险《阿尔法：狼伴归途》BD国英双语双字阿尔法：狼伴归途,剧情/冒险,6.5/10 from 11517 users,[''],"['\u3000柯蒂·斯密特-麦菲 Kodi Smit-McPhee ', '约翰内斯·豪克尔·约翰内森 Jóhannes Haukur Jóhannesson', '娜塔莎·迈尔兹 Natassia Malthe', '蕾奥娜·维埃拉 Leonor Varela', '延斯·赫尔腾 Jens Hultén', '梅赛德斯·德拉泽尔达 Mercedes de la Zerda', '普里亚·拉贾拉特南 Priya Rajaratnam', '斯潘塞·博加特 Spencer Bogaert', '帕特里克·弗拉纳根 Patrick Flanagan', '迈克尔·克鲁斯-代赫勒 Michael Kruse-Dahl', '马辛·科瓦奇克 Marcin Kowalczyk']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8418/阳光电影www.ygdy8.com.阿尔法：狼伴归途.BD.720p.国英双语双字.mkv'],2018,美国,https://extraimage.net/images/2018/10/26/5eb69271261e4bc695ccbd82a2b180d2.jpg,艾尔伯特·休斯 Albert Hughes
2018年动作《海军陆战队员6：近距离击杀》BD中英双字幕,动作/犯罪,,[''],"['\u3000迈克尔·米赞宁 ...Jake Carter ', '肖恩·迈克尔斯 Shawn Michaels ....Luke Trapper', '亚力克·纽曼 Alec Newman ....Patrick Dillon', '迈克尔·希格斯 Michael Higgs ....Graham Torrence', 'Hester Ruoff ....Kelly', 'Rebecca Quin ....Maddy Hayes', 'Louisa Connolly-Burnham ....Sarah Dillon', '特伦斯·梅纳德 Terence Maynard ....Shawn Taylor', '蒂姆·伍德沃德 Tim Woodward ....Tommy Walker', '马丁·福特 Martyn Ford ....Oscar Hayes', 'Anna Demetriou ....Katrina Rodriguez', 'Daniel Adegboyega ....Lewis Rooney', 'Ellie Goffe ....Kind Juror', 'David William Bryan ....Angry Juror', 'Lee Charles ....John', 'Tom Cheshire ....Blackjack', 'Franco Flammia ....Andy', 'Serhat Metin ....Ahmed', 'Christopher Mulvin ....Young Detective', 'George Russo ....Detective']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4100/阳光电影www.ygdy8.com.海军陆战队员6：近距离击杀.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/17/4ec7979d12ab6a01b6ef8a5ab140c69f.jpg,詹姆斯·纳恩 James Nunn
2018年喜剧《公主大对换》BD中英双字幕,喜剧/爱情/家庭,,[''],"['\u3000凡妮莎·哈金斯 Vanessa Hudgens ', '山姆·帕莱迪奥 Sam Palladio', 'Alexa Adeosun', 'Suanne Braun', 'Adi Gheo', 'Nick Sagar']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8417/阳光电影www.ygdy8.com.公主大对换.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/17/b4b0dbc0f1990b350f558e5cd6694c7c.jpg,麦克·罗尔 Mike Rohl
2018年高分动作《碟中谍6：全面瓦解》BD国英双语双字,动作/惊悚/冒险,8.2/10 from 247391 users,[''],"['\u3000汤姆·克鲁斯 Tom Cruise ', '亨利·卡维尔 Henry Cavill', '文·瑞姆斯 Ving Rhames', '西蒙·佩吉 Simon Pegg', '丽贝卡·弗格森 Rebecca Ferguson', '西恩·哈里斯 Sean Harris', '安吉拉·贝塞特 Angela Bassett', '凡妮莎·柯比 Vanessa Kirby', '米歇尔·莫纳汉 Michelle Monaghan', '韦斯·本特利 Wes Bentley', '费雷德里克·施密特 Frederick Schmidt', '亚历克·鲍德温 Alec Baldwin', '梁杨 Yang Liang', '克里斯托弗·琼勒 Kristoffer Joner', '沃尔夫·布利策 Wolf Blitzer', '拉斐尔·琼勒 Raphael Joner', '安德鲁·卡扎纳夫·平 Andrew Cazanave Pin', '克里斯多夫·德·舒瓦西 Christophe de Choisy', '拉裴尔·德普雷 Raphael Desprez', '让·巴普蒂斯特·菲永 Jean Baptiste Fillon', '马克斯·盖勒 Max Geller', '奥利维尔·体班德 Olivier Huband', '亚历山大·普尔 Alexandre Poole', '阿利克斯·贝纳泽什 Alix Bénézech', '乔伊·安沙 Joey Ansah', '维利贝·托皮奇 Velibor Topic', '格雷厄姆·福克斯 Grahame Fox', '卡斯珀·菲利普森 Caspar Phillipson', '菲恩·乔利 Ffion Jolly', '鲁斯·贝恩 Russ Bain', '奈杰尔·艾伦 Nigel Allen']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3153/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.BD.720p.国英双语双字.mkv'],2018,美国,https://extraimage.net/images/2018/09/14/03fad854ddc2dbb4602c0b6d575510e2.jpg,克里斯托弗·麦奎里 Christopher McQuarrie
2018年悬疑惊悚《小小陌生人》BD中英双字幕,悬疑/惊悚,6.0/10 from 81 users,[''],"['\u3000多姆纳尔·格里森 Domhnall Gleeson ', '露丝·威尔森 Ruth Wilson', '乔什·迪伦 Josh Dylan', '夏洛特·兰普林 Charlotte Rampling', '威尔·保尔特 Will Poulter', '达伦·肯特 Darren Kent', '凯特·菲利普斯 Kate Phillips', '迪克西 艾格瑞克斯 Dixie Egerickx', '蒂姆· 普莱斯特 Tim Plester', '洛娜·麦克法迪 Lorne MacFadyen', '克里斯·科克森 Chris Coxon']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8416/阳光电影www.ygdy8.com.小小陌生人.BD.720p.中英双字幕.mkv'],2018,爱尔兰/英国/法国,https://extraimage.net/images/2018/11/13/e34e2beb03c8cb47ad8ea0423173c0d7.jpg,伦尼·阿伯拉罕森 Lenny Abrahamson
2018年科幻动作《铁血战士》HD韩版中字,动作/科幻/惊悚/冒险,5.1/10 from 19621 users,[''],"['\u3000波伊德·霍布鲁克 Boyd Holbrook ', '崔凡特·罗兹 Trevante Rhodes', '雅各布·特伦布莱 Jacob Tremblay', '科甘-迈克尔·凯 Keegan-Michael Key', '奥立薇娅·玛恩 Olivia Munn', '斯特林·K·布朗 Sterling K. Brown', '托马斯·简 Thomas Jane', '阿尔菲·艾伦 Alfie Allen', '杰克·布塞 Jake Busey', '伊冯娜·斯特拉霍夫斯基 Yvonne Strahovski', 'Brian A. Prince', '麦克·多普德 Mike Dopud', '尼尔迈特 Niall Matter', '加里·切克 Gary Chalk', '艾米·阿内克 Emy Aneke', '弗雷泽·艾奇逊 Fraser Aitcheson', '洛奇林·莫罗 Lochlyn Munro', '叶芳华 Françoise Yip', '里斯·威廉姆斯 Rhys Williams', '萨奇·布洛克勒班克 Sage Brocklebank', '肖恩·O.罗伯茨 Sean O. Roberts', '柯林·科里根 Colin Corrigan', '帕特里克·萨邦圭 Patrick Sabongui', '弗雷泽·科比特 Fraser Corbett', '阿隆·克拉文 Aaron Craven', '安德鲁·詹金斯 Andrew Jenkins']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8353/阳光电影www.ygdy8.com.铁血战士.HD.720p.韩版中字.mkv'],2018,美国/加拿大,https://extraimage.net/images/2018/11/14/b0c1336e1e662538c3794a8ae301d4f0.jpg,沙恩·布莱克 Shane Black
2018年悬疑《暗数杀人/黑数杀人》BD韩语中字,剧情/犯罪/悬疑,6.6/10 from 1624 users,[''],"['\u3000金允石 Yoon-suk Kim ', '朱智勋 Ji-hun Ju']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6144/阳光电影www.ygdy8.com.暗数杀人.BD.720p.韩语中字.mkv'],2018,韩国,https://extraimage.net/images/2018/11/13/e8dff8c67ed6f922a51feb6430bf87a9.jpg,金泰均 Tae-gyun Kim
2018年科幻动作《犬舍真人版》BD日语中字,动作/科幻,6.6/10 from 1187 users,[''],"['\u3000木梨宪武 Noritake Kinashi ', '佐藤健 Takeru Satô', '本乡奏多 Kanata Hongô', '二阶堂富美 Fumi Nikaidou', '三吉彩花 Ayaka Miyoshi', '福崎那由他 Nayuta Fukuzaki', '滨田麻里 Mari Hamada', '齐藤由贵 Yuki Saitô', '伊势谷友介 Yûsuke Iseya']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8415/阳光电影www.ygdy8.com.犬舍真人版.BD.720p.日语中字.mkv'],2018,日本,https://extraimage.net/images/2018/11/13/9678c3a1ad29aecc2995e5e156f4120e.jpg,佐藤信介 Shinsuke Sato
2018年科幻动作《巨齿鲨》BD国英双语双字幕,动作/科幻/惊悚,"5.8/10 from 1,341 users",[''],"['\u3000杰森·斯坦森 Jason Statham ', '李冰冰 Bingbing Li', '雷恩·威尔森 Rainn Wilson', '鲁比·罗丝 Ruby Rose', '赵文瑄 Winston Chao', '佩吉·肯尼迪 Page Kennedy', '杰西卡·麦克娜美 Jessica McNamee', '奥拉维尔·达里·奥拉夫松 Ólafur Darri Ólafsson', '罗伯特·泰勒 Robert Taylor', '蔡书雅 Sophia Cai', '丘增 Masi Oka', '克利夫·柯蒂斯 Cliff Curtis', '安佑森 Yoson An', '罗伯·基帕-威廉姆斯 Rob Kipa-Williams', '维他亚·潘斯林加姆 Vithaya Pansringarm', '安得烈·格兰杰 Andrew Grainger', '蒂姆·王 Tim Wong', '史蒂文·A·戴维斯 Steven A. Davis', '托万达·马尼莫 Tawanda Manyimo', '买红妹 Hongmei Mai']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8351/阳光电影www.ygdy8.com.巨齿鲨.BD.720p.国英双语双字.mkv'],2018,美国/中国/中国香港,https://extraimage.net/images/2018/09/18/344c1d5d4591da0a5fa6b2f82721859a.jpg,乔·德特杜巴 Jon Turteltaub
2018年悬疑动作《低压槽：欲望之城》BD国粤双语中字,剧情/动作/悬疑/犯罪,4.4/10 from 10167 users,[''],"['\u3000张家辉 Nick Cheung ', '徐静蕾 Jinglei Xu', '何炅 Jiong He', '余男 Nan Yu', '苗侨伟 Kiu Wai Miu', '元华 Wah Yuen', '林雪 Suet Lam', '张可颐 Maggie Cheung Ho Yee']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8350/阳光电影www.ygdy8.com.低压槽：欲望之城.BD.720p.国粤双语中字.mkv'],2018,中国/中国香港,https://extraimage.net/images/2018/10/27/33553d1d588a36d193eb95e7673c2c89.jpg,张家辉 Nick Cheung
2018年剧情战争《第十二个人》BD中字,剧情/历史/战争,7.8/10 from 3983 users,[''],"['\u3000乔纳森·莱斯·梅耶斯 Jonathan Rhys Meyers ', '托马斯·古勒斯塔德 Thomas Gullestad', '玛丽·布洛克胡斯 Marie Blokhus', '维加·霍尔 Vegar Hoel', '马丁·基弗 Martin Kiefer']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7349/阳光电影www.ygdy8.com.第十二个人.BD.720p.中字.mkv'],2017,挪威,https://extraimage.net/images/2018/11/11/c05340e22318b04e361ffd776fb252a2.jpg,哈罗德·兹瓦特 Harald Zwart
2018年剧情《错误教育》BD中英双字幕,剧情/同性,7.1/10 from 954 users,[''],"['\u3000科洛·莫瑞兹 Chloë Grace Moretz ', '萨莎·莱恩 Sasha Lane', '詹妮弗·艾莉 Jennifer Ehle', '小约翰·加拉赫 John Gallagher Jr.', '福勒斯特·古德勒克 Forrest Goodluck', '奎恩·谢法德 Quinn Shephard', '斯宾塞·李斯特 Spencer List', '艾米莉· 斯凯格斯 Emily Skeggs', '艾萨克·吉·索尔斯坦 Isaac Jin Solstein']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8414/阳光电影www.ygdy8.com.错误教育.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/11/0505864f4f0c151159667925a9c6ecbe.jpg,戴思睿·阿卡万 Desiree Akhavan
2018年剧情动作《法外之王》BD中英双字幕,剧情/动作/传记,,[''],"['\u3000克里斯·派恩 Chris Pine ', '亚伦·泰勒-约翰逊 Aaron Taylor-Johnson', '弗洛伦斯·皮尤 Florence Pugh', '比利·豪尔 Billy Howle', '卡兰·马尔韦 Callan Mulvey', '史蒂芬·克里 Steven Cree', 'Lorne MacFadyen']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8349/阳光电影www.ygdy8.com.法外之王.BD.720p.中英双字幕.mkv'],2018,英国,https://extraimage.net/images/2018/11/10/45756e41f1bb22f6ab01707a5fd9af72.jpg,大卫·马肯兹 David Mackenzie
2018年悬疑《名侦探柯南：零的执行人》BD国日双语中字,动画/悬疑,"6.2/10 from 4,606 users",[''],"['\u3000高山南 Minami Takayama ', '山口胜平 Kappei Yamaguchi', '山崎和佳奈 Wakana Yamazaki', '小山力也 Rikiya Koyama', '绪方贤一 Kenichi Ogata', '林原惠美 Megumi Hayashibara', '古谷彻 Tôru Furuya', '置鲇龙太郎 Ryôtarô Okiayu']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8299/阳光电影www.ygdy8.com.名侦探柯南：零的执行人.BD.720p.国日双语中字.mkv'],2018,日本,https://extraimage.net/images/2018/10/15/7eba8b5f56760727b823a2defc2825f2.jpg,立川让 Yuzuru Tachikawa
2018年高分剧情《我不是药神》HD国语中英双字,剧情/喜剧,9.0/10 from 738173 users,[''],"['\u3000徐峥 Zheng Xu ', '王传君 Chuanjun Wang', '周一围 Yiwei Zhou', '谭卓 Zhuo Tan', '章宇 Yu Zhang', '杨新鸣 Xinming Yang', '王佳佳 Jiajia Wang', '王砚辉 Yanhui Wang', '贾晨飞 Chenfei Jia', '龚蓓苾 Beibi Gong', '宁浩 Hao Ning', '李乃文 Naiwen Li', '岳小军 Xiaojun Yue', '苇青 Qing Wei', '富冠铭 Guanming Fu', '巴拉特·巴蒂 Bharat Bhatia', '喜利图 Keith Shillitoe', '张海艳 Haiyan Zhang', '朱耕佑 Gengyou Zhu']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7348/阳光电影www.ygdy8.com.我不是药神.HD.1080p.国语中英双字.mp4'],2018,中国,https://extraimage.net/images/2018/11/09/1363706dacd2dfcb50bb9b8e2dba6413.jpg,文牧野 Muye Wen
2018年爱情喜剧《摘金奇缘》BD中英双字幕,喜剧/爱情,6.6/10 from 11705 users,[''],"['\u3000吴恬敏 Constance Wu ', '杨紫琼 Michelle Yeoh', '亨利·戈尔丁 Henry Golding', '嘉玛·陈 Gemma Chan', '奥卡菲娜 Awkwafina', '卢燕 Lisa Lu', '岑勇康 Harry Shum Jr.', '郑肯 Ken Jeong', '水野索诺娅 Sonoya Mizuno', '吴育刚 Chris Pang', '欧阳万成 Jimmy O. Yang', '钱信伊 Ronny Chieng', '瑞米·海依 Remy Hii', '尼科·桑托斯 Nico Santos', '陆思敬 Jing Lusi', '苏慧敏 Carmen Soo', '方展发 Pierre Png', '谢宛谕 Fiona Xie', '维多利亚·洛克 Victoria Loke', '许优美 Janice Koh', '郑花如 Amy Cheng', '许静雯 Chieng Mun Koh', '陈琼华 Kheng Hua Tan', '刘佳镁 Constance Lau', '陈美廪 Selena Tan', '丹尼尔·詹金斯 Daniel Jenkins', '彼得·卡罗尔 Peter Carroll', '查尔斯·格朗斯 Charles Grounds', '陈胤希 Jasmine Chen', '姬丝·阿奎诺 Kris Aquino', '黄苏珊 Susan Wong', '木下众平 Shuhei Kinoshita', '吉娜·格莱尼斯 Kina Grannis', '凯文·关 Kevin Kwan', '卡兰比尔·亨达尔 Karanbir Hundal', '斯蒂芬·杰克 Steph Jack', '纪宝珠 Poh Choo Kee']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8348/阳光电影www.ygdy8.com.摘金奇缘.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/09/692a560bf1a68904bd57cd13c6d97639.jpg,朱浩伟 Jon M. Chu
2018年剧情历史《7月22日》BD中英双字幕,剧情/历史/犯罪,7.6/10 from 1660 users,[''],"['\u3000安德斯·丹尼尔森·李 Anders Danielsen Lie ', '乔纳斯·斯特兰德·格利 Jonas Strand Gravli', '乔恩·奥伊登 Jon Øigarden', 'Maria Bock', '托尔比约恩·哈尔 Thorbjørn Harr', 'Ulrikke Hansen Døvigen', 'Tone Danielsen', 'Anneke von der Lippe', '拉尔斯·阿兰兹-汉森 Lars Arentz-Hansen', 'Eindride Eidsvold']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8298/阳光电影www.ygdy8.com.7月22日.BD.720p.中英双字幕.mkv'],2018,挪威/冰岛/美国,https://extraimage.net/images/2018/10/21/6294c56a28a2b033fab8e90ccfa827e9.jpg,保罗·格林格拉斯 Paul Greengrass
2018年动作喜剧《欧洲攻略》BD国粤双语中字,喜剧/动作/爱情,3.6/10 from 42656 users,[''],"['\u3000梁朝伟 Tony Leung Chiu Wai ', '吴亦凡 Kris Wu', '唐嫣 Yan Tang', '杜鹃 Juan Du', '林子祥 George Lam', '华栖龙 Sergio Deieso', '雅各布 格拉夫 Jakob Philipp Graf', '元秋 Qiu Yuen', '刘家勇 Kar-Yung Lau', '罗莽 Meng Lo', '谢婷婷 Jennifer Tse', '周小飞 Xiaofei Zhou', '林德信 Alex Lam', '陈语安 Katie Chen', '黎烈弓 Cung Le', '杰佳·亚宁 JeeJa Yanin']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8347/阳光电影www.ygdy8.com.欧洲攻略.BD.720p.国粤双语中字.mkv'],2018,中国/英国,https://extraimage.net/images/2018/09/14/59515bb9fe1e9da776a2c499f3a3b6dc.jpg,马楚成 Jingle Ma
